UID	UIDName	CID	PosX	PosY	PosZ	RespawnCycleID	ServerDeathCheck	PropID	BluePrintPath	BlueprintBase	GeneratedClassShortName	JoinField
13192688057900681262	DT_Unlock_G1_10825	10810125	188790	-11647	-2211	0	False	10810125	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
5945557436203095853	DT_MiniGame_G5_11031	11031	271715	71890	27393	0	False	11031	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5945556336691467642	DT_MiniGame_G5_11030	11030	277282	167863	5199	0	False	11030	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946520608389219464	DT_MiniGame_G5_11029	11029	272219	186800	7918	0	False	11029	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946521707900847675	DT_MiniGame_G5_11028	11028	228558	205127	13969	0	False	11028	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946518409365963042	DT_MiniGame_G5_11027	11027	325921	180776	26911	0	False	11027	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946519508877591253	DT_MiniGame_G5_11026	11026	250183	122539	11894	0	False	11026	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946516210342706620	DT_MiniGame_G5_11025	11025	199122	200240	7923	0	False	11025	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
5946517309854334831	DT_MiniGame_G5_11024	11024	154397	122542	3751	0	False	11024	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
15271949988944148337	DT_Monster_G4_10706	10740206	235909	17440	11806	0	False	10740206	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04.TreasureBox04	TreasureBox04	TreasureBox04_C	CID
15271946690409263704	DT_Monster_G4_10705	10740205	207254	32767	13696	0	False	10740205	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04.TreasureBox04	TreasureBox04	TreasureBox04_C	CID
4433539805476191806	DT_Monster_G3_10713	10730213	218701	-62651	9951	0	False	10730213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
4433529909871537907	DT_Monster_G3_10718	10730218	225702	26922	14482	0	False	10730218	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
4433544203522704650	DT_Monster_G3_10717	10730217	225262	16745	12499	0	False	10730217	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
15598984871488349689	DT_Dig_G3_10703	10730503	223172	23134	13459	0	False	10730503	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
5946512911807821987	DT_MiniGame_G5_11020	11020	147051	42783	24597	0	False	11020	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
6299137178927212309	DT_Unlock_G1_10712	10710112	207270	-33786	9513	0	False	10710112	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
7277833834227450863	DT_Unlock_G3_10701	10730101	224938	-55269	30709	0	False	10730101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
6299133880392327676	DT_Unlock_G1_10711	10710111	226109	-47654	24611	0	False	10710111	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
11914028946297982836	DT_Unlock_G2_10701	10720101	213370	-54535	22645	0	False	10720101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
13192689157412309473	DT_Unlock_G1_10824	10810124	184585	-19739	-1701	0	False	10810124	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
15034820078826148459	DT_Unlock_G2_10803	10820103	177891	-27650	704	0	False	10820103	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
13192690256923937684	DT_Unlock_G1_10823	10810123	159837	-23489	3011	0	False	10810123	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
15034818979314520248	DT_Unlock_G2_10802	10820102	140451	-37563	11828	0	False	10820102	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
15034822277849404881	DT_Unlock_G2_10801	10820101	139203	-36909	16668	0	False	10820101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
11070656565949577643	DT_Monster_G2_10801	10820201	155986	-2168	8589	0	False	10820201	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
6274501602125505776	DT_Monster_G3_10801	10830201	135757	-26037	14608	0	False	10830201	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
11677604380146050261	DT_Unlock_G3_10804	10830104	176655	-25708	6353	0	False	10830104	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
11677596683564652784	DT_Unlock_G3_10803	10830103	152620	-53066	18002	0	False	10830103	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
11677597783076280995	DT_Unlock_G3_10802	10830102	148224	-69127	21074	0	False	10830102	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
11677598882587909206	DT_Unlock_G3_10801	10830101	145265	-31928	17358	0	False	10830101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
13825517006500940740	DT_Key_G4_10704	10740304	197679	-27618	13890	0	False	10740304	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04Key.TreasureBox04Key	TreasureBox04Key	TreasureBox04Key_C	CID
13825515906989312529	DT_Key_G4_10703	10740303	199671	-23853	13890	0	False	10740303	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04Key.TreasureBox04Key	TreasureBox04Key	TreasureBox04Key_C	CID
13825514807477684318	DT_Key_G4_10702	10740302	209127	-30658	12503	0	False	10740302	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04Key.TreasureBox04Key	TreasureBox04Key	TreasureBox04Key_C	CID
13825513707966056107	DT_Key_G4_10701	10740301	218335	-33297	13682	0	False	10740301	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04Key.TreasureBox04Key	TreasureBox04Key	TreasureBox04Key_C	CID
6299134979903955887	DT_Unlock_G1_10710	10710110	227225	-34622	11804	0	False	10710110	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298153116020152689	DT_Unlock_G1_10709	10710109	223307	-33996	11457	0	False	10710109	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298152016508524478	DT_Unlock_G1_10708	10710108	217626	-33647	11457	0	False	10710108	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298146518950383423	DT_Unlock_G1_10707	10710107	204552	-36482	7501	0	False	10710107	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298145419438755212	DT_Unlock_G1_10706	10710106	217183	-25026	4847	0	False	10710106	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298148717973639845	DT_Unlock_G1_10705	10710105	214703	-22194	4942	0	False	10710105	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298147618462011634	DT_Unlock_G1_10704	10710104	201043	12012	6605	0	False	10710104	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13192691356435565895	DT_Unlock_G1_10822	10810122	132487	-11491	11932	0	False	10810122	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13192692455947194106	DT_Unlock_G1_10821	10810121	151518	-26200	13696	0	False	10810121	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13192693555458822317	DT_Unlock_G1_10820	10810120	150758	-68921	23754	0	False	10810120	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193660026179830561	DT_Unlock_G1_10819	10810119	146961	-38838	17430	0	False	10810119	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193658926668202350	DT_Unlock_G1_10818	10810118	147595	-36368	16778	0	False	10810118	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193653429110061295	DT_Unlock_G1_10817	10810117	180331	-23749	-269	0	False	10810117	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193652329598433084	DT_Unlock_G1_10816	10810116	183169	-69061	15188	0	False	10810116	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193655628133317717	DT_Unlock_G1_10815	10810115	176579	-26653	-1795	0	False	10810115	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193654528621689506	DT_Unlock_G1_10814	10810114	166055	-7853	-1814	0	False	10810114	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193649031063548451	DT_Unlock_G1_10813	10810113	176638	-15896	-2205	0	False	10810113	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193647931551920240	DT_Unlock_G1_10812	10810112	192911	4586	-1220	0	False	10810112	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193651230086804873	DT_Unlock_G1_10811	10810111	157922	-11172	10657	0	False	10810111	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13193650130575176662	DT_Unlock_G1_10810	10810110	189881	-7924	-2186	0	False	10810110	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
12861077683997846707	DT_MiniGame_G5_12032	12032	241007	154726	9819	0	False	12032	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
13194649586645031236	DT_Unlock_G1_10809	10810109	151340	-65823	24556	0	False	10810109	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194650686156659447	DT_Unlock_G1_10808	10810108	154572	-69487	22954	0	False	10810108	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194638591528749126	DT_Unlock_G1_10807	10810107	143847	-38289	16581	0	False	10810107	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194639691040377337	DT_Unlock_G1_10806	10810106	143664	-38953	17385	0	False	10810106	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194636392505492704	DT_Unlock_G1_10805	10810105	140953	-42391	13662	0	False	10810105	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194640790552005548	DT_Unlock_G1_10801	10810101	144960	-9094	10300	0	False	10810101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194637492017120915	DT_Unlock_G1_10804	10810104	143787	-37730	18239	0	False	10810104	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194644089086890181	DT_Unlock_G1_10802	10810102	144840	-25479	15459	0	False	10810102	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298142120903870579	DT_Unlock_G1_10703	10710103	210077	21293	15900	0	False	10710103	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298141021392242368	DT_Unlock_G1_10702	10710102	178896	16153	10637	0	False	10710102	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
13194642989575261970	DT_Unlock_G1_10803	10810103	144056	-42831	18234	0	False	10810103	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6298144319927127001	DT_Unlock_G1_10701	10710101	174605	22826	11101	0	False	10710101	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
10538346702995361730	DT_Monster_G2_10709	10720209	227280	-60206	18303	0	False	10720209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
12865862758602874854	DT_MiniGame_G5_12040	12040	210950	114080	1161	0	False	12040	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
12860234358579198095	DT_MiniGame_G5_12025	12025	110566	150325	9550	0	False	12025	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
8037607719074929916	DT_Monster_G4_11009	11040209	299905	196875	3559	0	False	11040209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04.TreasureBox04	TreasureBox04	TreasureBox04_C	CID
8037608818586558127	DT_Monster_G4_11008	11040208	253305	182108	7854	0	False	11040208	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04.TreasureBox04	TreasureBox04	TreasureBox04_C	CID
4433543104011076439	DT_Monster_G3_10714	10730214	213460	10340	9637	0	False	10730214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04.TreasureBox04	TreasureBox04	TreasureBox04_C	CID
10537360441065045688	DT_Monster_G2_10714	10720214	230847	4389	8100	0	False	10720214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
10537368137646443165	DT_Monster_G2_10713	10720213	234281	2063	8269	0	False	10720213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
10537367038134814954	DT_Monster_G2_10712	10720212	240232	53	9047	0	False	10720212	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
10537365938623186743	DT_Monster_G2_10711	10720211	244363	4244	9104	0	False	10720211	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
10537364839111558532	DT_Monster_G2_10710	10720210	239127	-31748	17476	0	False	10720210	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
11913043783879295005	DT_Unlock_G2_10715	10720115	220514	-56284	10331	0	False	10720115	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
11913042684367666794	DT_Unlock_G2_10714	10720114	217259	7567	11208	0	False	10720114	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
6297185545787516234	DT_Unlock_G1_10731	10710131	250138	2579	11009	0	False	10710131	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
6297186645299144445	DT_Unlock_G1_10730	10710130	217858	-56685	10330	0	False	10710130	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
12862072742021188437	DT_MiniGame_G5_12001	12001	16280	120532	415	0	False	12001	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
12861087579602500606	DT_MiniGame_G5_12039	12039	125867	96809	9071	0	False	12039	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
6727237797785228689	DT_Dig_G2_10702	10720502	211410	-23400	10385	0	False	10720502	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
9964692483819263560	DT_Dig_G5_10702	10710132	266075	-21563	23744	0	False	10710132	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox01.TreasureBox01	TreasureBox01	TreasureBox01_C	CID
12860236557602454517	DT_MiniGame_G5_12027	12027	70864	-49548	39382	0	False	12027	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox05.TreasureBox05	TreasureBox05	TreasureBox05_C	CID
11071649424949662951	DT_Monster_G2_10816	10820216	150964	-53256	19828	0	False	10820216	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
8198372036361610151	DT_Monster_G3_11025	11030225	263470	186284	1476	0	False	11030225	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8198370936849981940	DT_Monster_G3_11024	11030224	265745	214227	2612	0	False	11030224	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8198369837338353729	DT_Monster_G3_11023	11030223	256488	230167	2759	0	False	11030223	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8198368737826725518	DT_Monster_G3_11022	11030222	188613	172412	7042	0	False	11030222	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8198367638315097307	DT_Monster_G3_11021	11030221	188363	175536	8402	0	False	11030221	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8198366538803469096	DT_Monster_G3_11020	11030220	177042	179297	8104	0	False	11030220	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201173591989724104	DT_Monster_G3_11019	11030219	178017	186647	8159	0	False	11030219	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201174691501352315	DT_Monster_G3_11018	11030218	201338	190912	6109	0	False	11030218	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201171392966467682	DT_Monster_G3_11017	11030217	197204	182038	6837	0	False	11030217	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201172492478095893	DT_Monster_G3_11016	11030216	189245	205582	2273	0	False	11030216	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201169193943211260	DT_Monster_G3_11015	11030215	184572	211000	5975	0	False	11030215	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201170293454839471	DT_Monster_G3_11014	11030214	186412	207181	6044	0	False	11030214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201166994919954838	DT_Monster_G3_11013	11030213	194237	208346	7113	0	False	11030213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201168094431583049	DT_Monster_G3_11012	11030212	220157	212526	738	0	False	11030212	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
13825520305035825373	DT_Key_G4_10707	10740307	201827	-48506	17542	0	False	10740307	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox04Key.TreasureBox04Key	TreasureBox04Key	TreasureBox04Key_C	CID
8201164795896698416	DT_Monster_G3_11011	11030211	294333	180982	6144	0	False	11030211	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8201165895408326627	DT_Monster_G3_11010	11030210	290557	195035	2682	0	False	11030210	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200201623710574805	DT_Monster_G3_11009	11030209	295754	206422	4389	0	False	11030209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200200524198946594	DT_Monster_G3_11008	11030208	270812	183796	6612	0	False	11030208	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200203822733831227	DT_Monster_G3_11007	11030207	273116	189966	6920	0	False	11030207	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200202723222203016	DT_Monster_G3_11006	11030206	227027	182877	9715	0	False	11030206	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200206021757087649	DT_Monster_G3_11005	11030205	217446	180884	9979	0	False	11030205	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200204922245459438	DT_Monster_G3_11004	11030204	205738	154957	169	0	False	11030204	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200208220780344071	DT_Monster_G3_11003	11030203	164919	180335	-681	0	False	11030203	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200207121268715860	DT_Monster_G3_11002	11030202	175076	169404	636	0	False	11030202	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
8200210419803600493	DT_Monster_G3_11001	11030201	180158	160383	-156	0	False	11030201	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
714542399180018612	DT_Monster_G2_11014	11020214	195979	203520	5052	0	False	11020214	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
714541299668390401	DT_Monster_G2_11013	11020213	189781	206481	5053	0	False	11020213	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
714540200156762190	DT_Monster_G2_11012	11020212	252646	172450	-562	0	False	11020212	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
714539100645133979	DT_Monster_G2_11011	11020211	182318	198168	4930	0	False	11020211	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
15598983771976721478	DT_Dig_G3_10702	10730502	181841	-99830	11419	0	False	10730502	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox03.TreasureBox03	TreasureBox03	TreasureBox03_C	CID
714538001133505768	DT_Monster_G2_11010	11020210	276255	192483	6275	0	False	11020210	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715379127528897958	DT_Monster_G2_11009	11020209	278810	217427	7432	0	False	11020209	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715380227040526169	DT_Monster_G2_11008	11020208	213020	212141	2326	0	False	11020208	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715390122645180068	DT_Monster_G2_11007	11020207	220786	218020	-609	0	False	11020207	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715391222156808279	DT_Monster_G2_11006	11020206	225153	215796	-661	0	False	11020206	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715392321668436490	DT_Monster_G2_11005	11020205	182016	175665	8009	0	False	11020205	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
715393421180064701	DT_Monster_G2_11004	11020204	185460	184398	7864	0	False	11020204	/Game/Maps/world/world_01/World_01_Collection/TreasureBox/TreasureBox02.TreasureBox02	TreasureBox02	TreasureBox02_C	CID
